timestamp;tag_id;distance_a;distance_b;battery;effective
2025-11-06T11:22:07.085086;2B5E;33.84;31.44;40;True
2025-11-06T11:22:19.483546;2783;0;33.24;39;False
2025-11-06T11:22:21.061855;2783;33.09;32.34;39;True
2025-11-06T11:22:22.004647;2A55;3.3;4.05;42;True
2025-11-06T11:22:26.548043;2B5E;0;31.29;39;False
2025-11-06T11:22:28.559217;2B5E;0;31.44;39;False
2025-11-06T11:22:30.602364;2B45;30.54;31.06;40;True
2025-11-06T11:22:31.257047;2B5E;34.07;31.59;39;True
2025-11-06T11:22:36.233462;2783;33.99;31.59;39;True
2025-11-06T11:22:37.042509;2A55;3.3;3.97;42;True
2025-11-06T11:22:46.057882;2B45;32.41;31.29;40;True
2025-11-06T11:22:47.218047;2B5E;0;32.04;40;False
2025-11-06T11:22:51.618430;2B5E;0;32.19;39;False
2025-11-06T11:22:52.008247;2A55;3.37;3.97;42;True
2025-11-06T11:22:52.547796;2783;32.41;31.96;40;True
2025-11-06T11:22:53.396911;2B5E;33.39;32.26;40;True
2025-11-06T11:23:01.943251;2B45;38.34;36.32;40;True
2025-11-06T11:23:08.229040;2A55;3.52;3.97;42;True
2025-11-06T11:23:10.834785;2783;36.84;0;40;False
2025-11-06T11:23:12.849487;2783;36.92;35.64;40;True
2025-11-06T11:23:13.901980;2B5E;38.57;36.09;40;True
2025-11-06T11:23:16.883679;2B45;38.49;36.17;40;True
2025-11-06T11:23:23.283669;2A55;3.3;3.97;42;True
2025-11-06T11:23:30.425037;2783;36.77;35.49;40;True
2025-11-06T11:23:31.786662;2B45;38.57;36.17;40;True
2025-11-06T11:23:33.304961;2B5E;36.99;35.64;40;True
2025-11-06T11:23:38.305774;2A55;3.22;4.05;42;True
2025-11-06T11:23:47.556400;2783;40.74;38.19;40;True
2025-11-06T11:23:49.699684;2783;0;38.04;40;False
2025-11-06T11:23:50.957104;2B45;0;38.04;40;False
2025-11-06T11:23:52.745012;2B5E;40.59;38.34;39;True
2025-11-06T11:23:54.216338;2783;0;37.44;39;False
2025-11-06T11:23:54.396755;2A55;3.22;4.05;42;True
2025-11-06T11:23:56.353028;2783;0;36.84;39;False
2025-11-06T11:23:58.150370;2B5E;0;38.12;39;False
2025-11-06T11:23:59.622376;2783;0;38.27;39;False
2025-11-06T11:24:01.770350;2783;0;38.19;40;False
2025-11-06T11:24:03.795063;2783;0;37.52;40;False
2025-11-06T11:24:05.934126;2B5E;0;38.12;39;False
2025-11-06T11:24:06.985429;2783;0;38.19;39;False
2025-11-06T11:24:08.890626;2B45;0;37.97;40;False
2025-11-06T11:24:10.146626;2783;0;38.12;40;False
2025-11-06T11:24:11.528678;2B5E;0;38.42;39;False
2025-11-06T11:24:11.716381;2A55;3.3;4.05;42;True
2025-11-06T11:24:12.482819;2783;40.07;37.67;39;True
2025-11-06T11:24:13.938431;2B45;0;38.12;40;False
2025-11-06T11:24:15.947899;2B5E;0;37.82;39;False
2025-11-06T11:24:18.071690;2B5E;0;37.89;39;False
2025-11-06T11:24:19.446227;2B45;0;37.89;40;False
2025-11-06T11:24:22.325220;2B5E;0;37.67;39;False
2025-11-06T11:24:23.692811;2B45;39.99;37.82;40;True
2025-11-06T11:24:25.599692;2B5E;0;38.04;39;False
2025-11-06T11:24:25.894816;2B45;36.69;36.39;40;True
2025-11-06T11:24:26.686087;2A55;3.3;4.05;42;True
2025-11-06T11:24:28.534458;2783;0;37.44;40;False
2025-11-06T11:24:30.012414;2B5E;0;37.82;39;False
2025-11-06T11:24:32.149407;2B5E;0;37.67;39;False
2025-11-06T11:24:35.397931;2B5E;0;38.42;40;False
2025-11-06T11:24:38.595134;2B5E;0;37.67;40;False
2025-11-06T11:24:40.619612;2B5E;0;38.12;40;False
2025-11-06T11:24:41.661254;2A55;3.45;4.05;42;True
2025-11-06T11:24:41.877321;2B45;36.92;37.22;40;True
2025-11-06T11:24:46.119166;2B5E;0;37.74;39;False
2025-11-06T11:24:47.833176;2783;39.69;37.22;39;True
2025-11-06T11:24:49.965286;2783;0;37.22;40;False
2025-11-06T11:24:51.671879;2783;39.84;37.44;39;True
2025-11-06T11:24:52.818308;2B5E;0;37.52;39;False
2025-11-06T11:24:54.963262;2B5E;0;37.52;39;False
2025-11-06T11:24:57.081278;2B5E;38.42;37.37;39;True
2025-11-06T11:24:57.798389;2A55;3.3;4.05;42;True
2025-11-06T11:24:57.908089;2B45;36.77;36.32;40;True
2025-11-06T11:25:05.979787;2B5E;0;37.67;39;False
2025-11-06T11:25:08.117499;2B5E;0;37.74;40;False
2025-11-06T11:25:10.011616;2783;0;37.44;39;False
2025-11-06T11:25:11.393981;2B5E;0;37.82;39;False
2025-11-06T11:25:12.758373;2A55;3.22;4.05;42;True
2025-11-06T11:25:14.495220;2783;0;37.14;39;False
2025-11-06T11:25:15.647558;2B5E;0;37.59;40;False
2025-11-06T11:25:15.946407;2B45;38.42;37.74;40;True
2025-11-06T11:25:17.788009;2B5E;0;37.59;39;False
2025-11-06T11:25:19.580279;2783;0;37.29;39;False
2025-11-06T11:25:21.060699;2B5E;0;37.67;39;False
2025-11-06T11:25:22.750165;2783;0;37.29;39;False
2025-11-06T11:25:24.333607;2B5E;0;37.52;39;False
2025-11-06T11:25:27.109520;2783;0;37.22;40;False
2025-11-06T11:25:28.600048;2B5E;0;37.67;39;False
2025-11-06T11:25:28.893026;2A55;3.22;4.05;42;True
2025-11-06T11:25:30.413815;2783;0;37.22;39;False
2025-11-06T11:25:30.815460;2B45;36.77;37.07;40;True
2025-11-06T11:25:31.786382;2783;39.47;37.07;39;True
2025-11-06T11:25:32.946899;2B5E;0;37.67;40;False
2025-11-06T11:25:36.055461;2B5E;0;37.59;40;False
2025-11-06T11:25:38.187597;2B5E;0;37.59;40;False
2025-11-06T11:25:40.224357;2B5E;0;37.67;39;False
2025-11-06T11:25:43.883916;2A55;3.15;4.05;42;True
2025-11-06T11:25:45.729365;2B5E;0;37.59;40;False
2025-11-06T11:25:46.783752;2B45;0;37.67;40;False
2025-11-06T11:25:47.953158;2B45;39.99;37.59;40;True
2025-11-06T11:25:51.145146;2B5E;0;37.67;39;False
2025-11-06T11:25:52.644753;2783;37.97;36.77;40;True
2025-11-06T11:25:58.912039;2A55;3.37;4.05;42;True
2025-11-06T11:26:01.190665;2B5E;0;37.44;39;False
2025-11-06T11:26:02.897131;2B45;38.42;36.24;40;True
2025-11-06T11:26:07.778325;2783;31.06;30.91;39;True
2025-11-06T11:26:10.094286;2B5E;0;30.54;39;False
2025-11-06T11:26:12.218947;2B5E;30.76;28.96;39;True
2025-11-06T11:26:14.027405;2A55;3.37;3.82;42;True
2025-11-06T11:26:20.011724;2B45;0;29.26;40;False
2025-11-06T11:26:23.332946;2B45;30.46;28.21;40;True
2025-11-06T11:26:24.872135;2783;26.56;26.34;40;True
2025-11-06T11:26:27.359728;2B5E;27.99;24.76;40;True
2025-11-06T11:26:29.046896;2A55;3.45;4.05;42;True
2025-11-06T11:26:38.144172;2B45;14.63;14.25;40;True
2025-11-06T11:26:40.092564;2783;14.48;12.38;40;True
2025-11-06T11:26:42.258292;2B5E;13.95;11.7;39;True
2025-11-06T11:26:43.995683;2A55;3.22;4.05;42;True
